types,tones,undertones,age,periode,content,buy,recommend,likes
dry, medium light, neutral,30 - 34,1 month - 3 months,toner sejuta umat   yeep  aku emang telaat nyobain toner ini  tp ya gak papa   trnyata emang baguus siih   dia mngandung 3 jnis ha sbgai humectan   teksturnya sndiri cair bangeet dan bening  sdikit liciin   aku suka pakai ini berlayer2  bkin kulit lembab dan supple  ,traditional market,recommends this product,3
dry, medium light, neutral,19 - 24,3 months - 6 months,eeeettdaaaah bener pake ini aku cocok bangettt siihhh buat skintype akuuuu normal to dry  daan menurutku sih worth it hehehee cintaaa banget sama hada labo yang iniiiii                                                                                                                 ,shopee,recommends this product,0
combination, light, neutral,19 - 24,more than 1 year,toner paling aman yang pernah dicoba sejauh ini  beneran melembapkan  dan lembabnya bukan berminyak tapi lembab air  dulu mukaku agak berminyak di bagian t zone  terus rutin pakai ini   face washnya  lama2 kulit jd makin lembab   anehnya jd ga berminyak lg skrg  cenderung normal aja tipe kulitnya  cocok buat dipakai jangka panjang,guardian,recommends this product,1
dry, medium light, cool,19 - 24,more than 1 year,toner yang udah aku repurchase sampe 6 atau 7 kali kayanya  karena emang baguss dan harganya murahhh  efeknya di aku cuma ngehidrasi aja  gak ada yg lain lain  teksturnya watery  gak ada warna nya  gak ada bau  nenangin kulit banget kalo dipake setelah pake exfoliating toner  tapi di kulitku yg kering  hidrasi nya gak cukup kalo cuma dipake satu layer  jadinya harus dipake berlayer layer,shopee,recommends this product,0
dry, medium, neutral,18 and under,1 month - 3 months,hydratingnya mntep si d kulit aku yg dry   apalgi klo abis pake chemical exfoliate   efeknya cma nglembabin aja tpi oke si  ga bny expect lbih ke toner krna emg fungsinya bwt nglembabin  teksturnya aga thick jdi cocok di tap tap pke tangan  wktu uda ditemplok di muka ga krasa berat si aplgi kulit aku kering jga dgn hrga segitu yg trmasuk murah toner ini layak dicoba gada fragrance sm alkoholnya jdi di kulit sensitif jga bs mnurutku,shopee,recommends this product,0
combination, medium, neutral,30 - 34,1 week - 1 month,pertama coba hada labo baru seminggu ini  tekstur cair bening tanpa aroma  karena memang no alkohol  no pewarna  dan no pewangi tapi ada methylparaben nya  enak bikin kulit lembab dan terasa ringan saja  cukup 1 2 tetes saja sih  awalnya kebanyakan  ternyata dikit saja dah cukup buat semuka,facebook,recommends this product,0
dry, medium light, neutral,18 and under,6 months - 1 year,suka bangettttt sama produk ini  mudah banget menyerapnya dan beneran melembabkan kulit wajahku yang cenderung kering  terussss ini juga ga menimbulkan efek tidak menyenangkan di kulit wajahku  udah abis 3 botol dan akan repurchase lagi    ,beautyhaulindo,recommends this product,0
combination, medium light, neutral,19 - 24,1 week - 1 month,tidak berpengaruh banyak buat kulitku yg super sensitive parah  awal pemakaian baik2 ajaa sih sampe akhirnya muncul jerawat kecil dan makin hari makin bertambah banyak  khususnya di tzone  yaudalaah ya mungkin bukan jodoh     susah ya punya kulit super sensitive     ,official brand store,doesnt recommend this product,0
combination, medium light, cool,25 - 29,6 months - 1 year,this is my holygrail product  pertama kenal ctmp langsung nemu si hl lotion ini  dia langsung bikin muka aku plumpy gt  dan yang paling penting dia penyelamat aku dari kulit dehidrasi apalagi kalau habis exfo  udahlah  gausah mikir 2x mau beli  benefit banyak dg harga murce,shopee,recommends this product,0
oily, medium, warm,19 - 24,more than 1 year,untuk yang oily dan dehidrasi kayak aku produk ini enak banget karena ringan banget dan muka berasa lembab  dalam seminggu rutin pemakaian udah berasa lebih hydrated  komposisinya juga ga aneh aneh  simpel dan tidak ada yang trigger fungal acne  note  aku tidak masalah dengan paraben   sejauh ini puas dengan produknya yang murah dan enak untuk jadi pelembab sehari hari  mana awet banget 3 tetes udah bisa seluruh muka dan leher ,shopee,recommends this product,0
combination, medium light, warm,19 - 24,6 months - 1 year,ngelembabin parah di muka aku dan gampang meresap  karena aku hobinya nyoba2 skinker barukerennya lagi dia tu bisa nyambung sama skinker apapun selanjutnya  jadi bisa terserap sempurna benefit dari skinker lainnya  buat repurchase pasti  dan patinya aku rekomen banget buat yg gamau yg terlalu berat2 kandungan buat tonernya,traditional market,recommends this product,0
dry, light, warm,30 - 34,1 month - 3 months,ini satu satunya produk ngelembabin yg bisa aku pake sampe abis ga ada sisa  bekerja dengan sangat baik di kulitku yg waktu itu lagi kering kerontang  bikin kulit lembab  terlihat sehat dan yg penting tidak bereaksi apapun di kulitku yang gampang rewel ini,lottemart,recommends this product,0
dry, medium, warm,19 - 24,6 months - 1 year,pelembab ini bener bener sesuai fungsinya  yaitu melembabkan  bagus banget buat kulit kering  tekturnya cair tapi ngga yang terlalu cair  cepat meresap  melembabkan tapi tetep ringan di kulit  bisa digunakan pagi dan malam  ngga bikin beruntusan juga ,shopee,recommends this product,1
combination, medium, neutral,19 - 24,3 months - 6 months,tertarik dengan review orang orang yang bilang ngelembabpin enak di pake jadilah ku beli pas di aplikasiin di muka berasa lengket apa lagi kalau banyak banyak tapi cepet ngeresep pertama coba bukan malah ngelembabpin malah bikin jerawat muncul,shopee,doesnt recommend this product,0
combination, medium, neutral,18 and under,6 months - 1 year,tekstur toner ini cair tapi aga kentel  warnanya bening  pas dipake lumayan cepet nyerepnya  di aku toner ini lumayan ngelembabin  worth it untuk harga segitu karna abisnya juga lama  repurchase belum tau karna masih pengen coba2 toner yang lain,shopee,recommends this product,3
combination, medium, neutral,30 - 34,3 months - 6 months,pertama kali coba   biasa aja  sampe sempet di anggurin    sebulan kemudian baru rutin di pake dan sebagus itu      kulit lembab trus kaya membantu memperbaiki skin barrier gw   murah meriah tapi baguuuss                 ,shopee,recommends this product,1
combination, medium, neutral,18 and under,less than 1 week,hydrating toner pertama yg aku coba  sebenernya belinya udh sekitar dri bulan lalu tpi bru pke sekarang  wkwk wktu itu blm yakin mau pke ini  aku pke ini baru sekitar tiga harian but serius ini ngelembapin muka aku yang lagi kering banget terus jadi lebih halus  produknya gada bau an nya samsek trus klo di pake cepet nyerep walaupun tekstur nya rada kentel gtu deh  trus masa bruntusan aku pke ini jadi kempes bangett huhu seneng     nyesel baru pake ini karena beneran hasilnya sebagus itu      ,shopee,recommends this product,0
combination, medium light, warm,18 and under,3 months - 6 months,pertama kali coba hydrating toner  suka banget  ngelembabib  dan gaada efek yang aneh aneh buat jerawat  jadi aman banget dan gabikin fungal acne  baunya ga aneh tapi ga wangi juga  pokonya enak banget pake ini,tokopedia,recommends this product,0
normal, light, neutral,19 - 24,3 months - 6 months,kalo menurutku toner hadalabo ini tuh kaya dupenya pyunkang yul gt krn konsistensinya bener2 sm bgt gt  trs pas pk toner ini juga kulit kita bener2 terhidrasi dgn baik dan toner ini jga ga bikin lengket di mukaaaaaaa  i highly recommend it  ,shopee,recommends this product,0
dry, light, neutral,19 - 24,more than 1 year,aaaaaaaaaaaaaaaaaaaa suka banget di kulit aku yang kering bikin lembab dan mudah menyerap kulit  udah berkali kali repurchase dan emang melembabkan banget suka bgt sama hasilnya pokoknya belum ketemu produk lain yang melembabkan selain lotion ini,shopee,recommends this product,0
combination, medium, warm,25 - 29,1 month - 3 months,aku baru nyobain ini 3 bulan terakhir buat gantiin toner thayers kecintaan aku tapi aku bosen makenya     denger sana sini kalo efeknya bagus dan super murce jadilah aku nyobain  fortunately di aku cocok bgt dan dia juga ngelembabinnya oke  efek hydratingnya juga lebih berasa daripada pake thayers sih if i can say  idk apa karena dia ini    lotion    dan bukan    toner     tapi gausah diperdebatkan lah ya karena aku makenya juga sebenernya sebagai toner dan emang enak aja hehehe  kayanya akan repurchase sih karena murce dan gampang dicari ,shopee,recommends this product,0
combination, medium light, cool,19 - 24,6 months - 1 year,toner kecintaan sejak pertama kali coba   bener2 toner ini my savior product to hydrate and moisturize my skin  ditujukan untuk kulit kering  tapi aku sebagai pemilik kulit kombinasi pun sangat cocok memakainya  dengan kandungan 3 type hyaluronic acid yg bikin kulitku makin lembab  teksturnya kental tapi ngga memakan waktu lama untuk meresap  bahkan saat udah meresap pun lembabnya masih berasa dan terkunci di dalam kulit  dengan pemakaian lotion  toner ini aku ngerasa kulit semakin kenyal dan halus  karena teksturnya kental  pemakaian di pagi hari 2 3 tetes aja udh cukup buatku  oh yaa toner ini juga termasuk salah satu produk penolong kulitku saat breakout  walaupun kental dan lembab penuh  tapi ngga terasa berat di kulit  lotion ini termasuk salah satu toner yg hemat karena pakai dikit aja udh pas lembabnya      dengan kandungan hyaluronic acid dan kemampuan melembabkan kulit yg baik  lotion ini cocok banget dikombinasikan dengan kandungan exfoliator  acid  atau retinol  beuhhh mantap   apalagi digabung aha bha atau retinol jadinya kulit sama sekali ngga kering ngelupas  kekurangannya pada botol flip top  susah mengeluarkan isinya kalau udh tinggal sedikit  karena teksturnya lumayan kental juga  kadang sampai aku buka tutup ulirnya dan ternyata isi didalam botol masih banyak  padahal waktu dituang udh ga ada tetesan  tapi ngga masalah   aku selalu stok toner ini  walaupun coba2 toner lain juga tapi gokyujun lotion yg harus selalu sedia di rumah    ,shopee,recommends this product,32
dry, medium, warm,19 - 24,6 months - 1 year,udah deh ga ngerti lagi  ini hydrating toner kecintaan aku banget  teksturnya cair gitu agak lengket kalo dipake di tangan  tapi krna aku make ini pake kapas ya aman2 aja  cepet banget meresapnya dan melembabkan kulitku yg super kering  harganya juga murah  pokoknya cinta deh sama dia  mau nyoba toner lain juga jatuhnya balik lagi sama hada labo  superrrr luvvv  ,guardian,recommends this product,0
normal, medium light, neutral,19 - 24,1 month - 3 months,toner ter juarakk  sesuai bangetsih sama klaimnya buat melembapkan  baunya juga gak mengganggu  meskipun tonernya gak menghilangkan bekas jerawat tapi karena klaim dari toner ini sendiri untuk melembapkan yahhh juara sihh  worth to buy guys for everyone dry normal skin   ,shopee,recommends this product,0
combination, medium, warm,25 - 29,1 month - 3 months,buat yg kulitnya kombinasi kaya aku  produk ini sangat melembabkan bagian pipi yang kering tapi bagian tzone ga berminyak  harganya pun terjangkau  sayangnya packaging hadalabo mirip2 antar varian jadi harus teliti bacanya,shopee,recommends this product,3
dry, medium dark, warm,19 - 24,6 months - 1 year,bagus banget buat kulit kering  toner ini ngebantu banget dahiku yang kering ngelentek karena sujud  lembabnya nampol  meresapmya lumayan lah gak cepet cepet banget  tapi sayangnya produk ini susah banget dicarinya di daerahku  harus muter muter dulu  atau harus nunggu ready dulu huhuhu,shopee,recommends this product,0
combination, medium, neutral,18 and under,1 week - 1 month,ini bagus bgt sih sumpah bikin lembab soalnya kan ada 3 tipe hyaluronicnya klo make ini biasanya aku double make pyungkang yul essence toner tapi over all suka bgt sama ini murah dan 11 12 sama yg pyungkang next bakal beli lagi sih soalnya aku beli yg 30ml ga abis abis seawet itu         ,shopee,recommends this product,1
combination, medium light, neutral,18 and under,1 month - 3 months,akhirnya setelah bertahun tahun melakukan pencarian toner  aku ketemu dengan toner yang kuinginkan  bener bener sebagus itu  tonernya sudah hampir mau habis saking seringnya dipakai  mukaku tipe oily  tapi cocok banget pake toner ini  tonernya ringan dan mudah meresap  toner ini juga lumayan melembabkan  tapi bukan tipe yang bikin muka tambah berminyak jadi cocok juga untuk oily skin  rekomended sih,shopee,recommends this product,8
dry, light, cool,18 and under,6 months - 1 year,aku udah pakai 3 botol kayaknya  aku cinta mati huhu       awal nyoba skincare lagi itu kirain ini moisturizer dan ternyata ini tuh hydrating toner  tapi di aku emang ngelembabin parah  dia juga ada 3 tipe kandungan hyaluronic acid yang emang bagus buat ngunci kadar air di kulit jadinya kulit kita lembab     ,dan+dan,recommends this product,0
normal, light, neutral,19 - 24,3 months - 6 months,omggg sukaaaakkk     ht yg super simple ga berisik tapi menghidrasi pwollll   sesuai namanya teksturnya agak kental seperti lotion tapi masih runny dan ringan kalo ditemplok ke wajahh  gaada bau samsek ingre nya ga macem2  udah pake sebelum viral dan jd langka dimanamana     aku biasanya pake 2 layer buat hasil yg ok di kulit aku  soalnya 1 layer kurang  perlahan bisa buat bruntus aku pd ilang dan bikin wajah jd haluss  harganya murce guyzzz dan di aku 100 ml belum abis pdhl udah   6 bulan dan aku pake pagi malem wkwkw  pokoknya super love sm produk ini            ,tokopedia,recommends this product,0
combination, medium, warm,19 - 24,1 week - 1 month,setelah viral ditiktok akhirnya baru tergugah untuk membeli torner hydrating pasti dibutuhin karena kulit aku suka tiba tiba dehidrasi gitu   aku pake selang seling sama torner ms glow   teksturnya kentel tapi mudah nyerep jadi pake dua tetes aja udah cukup semuka bakalan awet   murah,shopee,recommends this product,1
oily, medium dark, warm,25 - 29,3 months - 6 months,bener2 sesuai sama klaimnya   klaimnya pun gak neko2  menghidrasi  melembabkan   teksturnya cair agak kental   licin  tapi terhitungnya mudah menyerap  colorant free  fragrance free  bikin kulit halus  kenyal   kelembabannya bertahan lama  dgn harga yg affordable bgt   performa sebagus ini  buat yg cocok sm produknya  mau dipake berapa layer pun itu   beruntung bgt siiih  pas baca2 review  ternyata banyak jg pemilik oily skin yg cocok padahal ini buat dry to normal  buat oily skin yg stripnya ijo   buat aku yg juga oily skin sebenernya cocok  tapi rada tricky makenya  balik lagi ke cocok2an kali yah  walo sama2 oily skin  bisa beda hasil  pas awal2 pake sempet berhenti krn kirain gak cocok  jd nyoba hydrating toner lain dulu  pas nyoba lagi pake ini  ternyata bukan gak cocok samsek  tapi gabisa kalo pakenya kebanyakan  kalo pakenya kebanyakan terlalu banyak layer jd over hydrated moisturized  selain berasa sumuk gerah  jd muncul bruntusan   jerawat di area jawline  kalo pakenya terlalu dikit  kurang melembabkan  sejauh ini yg works di aku  am pakenya 1 layer  pm lebih dari 1 layer  kalo lagi pake produk yg potentially irritating drying  aha  bha  dll   lagi berasa kering dehidrasi  layernya lbh banyak  tapi tetep gabisa kalo sampe 7 skin methods mah  intinya aku liat sikon kulit dulu sebelum mutusin pake segimana  makanya tricky haha   apalagi kalo gamau mikir pas pake hydrating toner tuh pengennya slap slap slap aja on my face  gak akan repurchase varian ini  ngabisinnya aja lama  tapi tertarik pengen coba varian satu lagi  light lotion strip ijo  ,griya plaza sumedang,recommends this product,7
